Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	MSI level	Comment	Mannually modified	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	190715_Blk_KM1906U14-Blk_C	190715_Poo_TruePooFK180310_Full1	190715_Poo_TruePooFK180310_Full2	190715_Poo_TruePooFK180310_Full3
4583	11.438	354.05878	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8.89	190715_Blk_KM1906U14-Blk_C	354.05878:63023 355.06213:15447 356.06549:0		63023	3370	9928	3679
4584	10.493	354.05988	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	15.77	190715_Poo_TruePooFK180310_Full1	354.05988:76583 355.06323:22075 356.06659:0		0	76583	48237	51652
4585	0.159	354.09863	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	870.64	190715_Blk_KM1906U14-Blk_C	354.09863:43532 355.10198:0 356.10534:0		43532	63855	46779	57619
4586	0.159	354.21222	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	17.35	190715_Blk_KM1906U14-Blk_C	354.21222:68582 355.21557:20548 356.21893:12167		68582	60827	10012	33778
4587	7.249	354.82385	Unknown	[M+H]+	similar chromatogram in higher mz_4599	0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	340.12	190715_Poo_TruePooFK180310_Full2	354.82385:17006 355.8272:0 356.83056:15127		0	0	17006	0
4588	0.141	354.87845	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1319.81	190715_Poo_TruePooFK180310_Full3	354.87845:65990 355.8818:0 356.88516:0		3959	0	54287	65990
4589	0.148	354.89499	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7255.73	190715_Poo_TruePooFK180310_Full2	354.89499:366876 355.89834:0 356.9017:0		0	0	366876	358697
4590	20.257	354.89511	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	22779.36	190715_Blk_KM1906U14-Blk_C	354.89511:1371932 355.89846:0 356.90182:0		1371932	0	1047043	997929
4591	21.287	354.89529	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	20594.51	190715_Poo_TruePooFK180310_Full2	354.89529:1906216 355.89864:0 356.902:0		645272	1858755	1906216	1416043
4592	13.047	354.92383	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1553.31	190715_Poo_TruePooFK180310_Full2	354.92383:83691 355.92718:193890 356.93054:0		0	71640	83691	44711
4593	0.279	354.93994	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.07	190715_Poo_TruePooFK180310_Full3	354.93994:42719 355.94329:415314 356.94665:21298		2423	12796	12782	42719
4594	13.252	355.88748	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	802.95	190715_Poo_TruePooFK180310_Full2	355.88748:113137 356.89083:33524 357.89419:58448		0	32977	113137	30870
4595	20.45	355.93436	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.7	190715_Poo_TruePooFK180310_Full1	355.93436:134235 356.93771:0 357.94107:0		0	134235	18369	16617
4596	9.809	355.93442	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10.68	190715_Poo_TruePooFK180310_Full1	355.93442:359644 356.93777:0 357.94113:0		0	359644	170411	295140
4597	0.527	355.93451	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.72	190715_Poo_TruePooFK180310_Full1	355.93451:221956 356.93786:11728 357.94122:0		146188	221956	220238	325492
4598	1.659	356.24725	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	676.81	190715_Blk_KM1906U14-Blk_C	356.24725:45744 357.2506:54695 358.25396:56861		45744	25955	18109	23933
4599	7.264	356.82083	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	366.17	190715_Poo_TruePooFK180310_Full2	356.82083:18309 357.82418:0 358.82754:0		0	0	18309	0
4600	21.328	356.85571	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	71755.1	190715_Blk_KM1906U14-Blk_C	356.85571:7741442 357.85906:325573 358.86242:465828		7741442	1742516	1284548	1102243
4601	0.216	356.85593	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1093.64	190715_Poo_TruePooFK180310_Full2	356.85593:303600 357.85928:0 358.86264:0		0	0	303600	55974
4602	20.567	356.85602	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	33008.57	190715_Poo_TruePooFK180310_Full2	356.85602:1774897 357.85937:77930 358.86273:0		1530203	7082	1774897	1698926
4603	20.82	356.85602	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	13693.13	190715_Poo_TruePooFK180310_Full2	356.85602:1830831 357.85937:91463 358.86273:147194		1587653	20505	1830831	1688426
4604	1.98	356.88477	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	736.94	190715_Blk_KM1906U14-Blk_C	356.88477:61769 357.88812:0 358.89148:72631		61769	27084	21688	18129
4605	0.321	357.09821	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	31.57	190715_Blk_KM1906U14-Blk_C	357.09821:231333 358.10156:11714 359.10492:0		231333	124164	43991	62395
4606	7.106	357.09851	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	11.07	190715_Poo_TruePooFK180310_Full3	357.09851:130459 358.10186:0 359.10522:0		35901	53394	111531	130459
4607	0.868	357.09857	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.12	190715_Poo_TruePooFK180310_Full2	357.09857:60302 358.10192:0 359.10528:0		165789	148197	60302	88291
4608	20.142	357.1524	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.09	190715_Poo_TruePooFK180310_Full2	357.1524:18483 358.15575:0 359.15911:0		0	13277	18483	10937
4609	8.162	357.16577	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	323.7	190715_Poo_TruePooFK180310_Full2	357.16577:32232 358.16912:0 359.17248:0		0	18635	32232	3260
4610	2.079	357.254	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	996.59	190715_Blk_KM1906U14-Blk_C	357.254:88040 358.25735:253567 359.26071:88505		88040	27404	7503	16545
4611	21.13	357.8584	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2608.18	190715_Blk_KM1906U14-Blk_C	357.8584:259920 358.86175:496695 359.86511:0		259920	23443	29275	14913
4612	21.467	357.90805	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5105.23	190715_Poo_TruePooFK180310_Full2	357.90805:402622 358.9114:3320647 359.91476:86744		12446	92135	402622	307302
4613	0.222	357.96777	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	18.82	190715_Poo_TruePooFK180310_Full3	357.96777:142065 358.97112:0 359.97448:44944		12029	36843	83586	142065
4614	2.104	358.20779	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	125.02	190715_Poo_TruePooFK180310_Full3	358.20779:67888 359.21114:31208 360.2145:79925		23042	61149	43023	67888
4615	1.715	358.25934	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	26.97	190715_Blk_KM1906U14-Blk_C	358.25934:62291 359.26269:25315 360.26605:17777		62291	47628	40132	44159
4616	2.052	358.26013	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	45.19	190715_Blk_KM1906U14-Blk_C	358.26013:177355 359.26348:88505 360.26684:20749		177355	55376	38212	49021
4617	21.222	358.85303	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2720.43	190715_Blk_KM1906U14-Blk_C	358.85303:487689 359.85638:0 360.85974:0		487689	123282	24258	29633
4618	20.019	358.87979	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	29309.61	190715_Blk_KM1906U14-Blk_C	358.87979:4371707 359.88314:547907 360.8865:623740		4371707	12738	4248402	3802838
4619	21.207	358.88004	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7359.46	190715_Poo_TruePooFK180310_Full1	358.88004:3238479 359.88339:514957 360.88675:616216		3069169	3238479	1837217	1859218
4620	20.467	358.88007	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	35092.05	190715_Poo_TruePooFK180310_Full2	358.88007:4267499 359.88342:666669 360.88678:637167		2012736	3524777	4267499	3794758
4621	0.193	358.88052	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	47.77	190715_Poo_TruePooFK180310_Full3	358.88052:968920 359.88387:123268 360.88723:182649		18648	34976	625667	968920
4622	1.991	358.88452	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	839.85	190715_Blk_KM1906U14-Blk_C	358.88452:57443 359.88787:0 360.89123:0		57443	26543	141892	104126
4623	0.155	358.89252	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4657.14	190715_Poo_TruePooFK180310_Full2	358.89252:882186 359.89587:0 360.89923:0		0	0	882186	464331
4624	19.909	358.89255	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	13001.95	190715_Blk_KM1906U14-Blk_C	358.89255:1487566 359.8959:99461 360.89926:0		1487566	0	128028	69710
4625	20.809	358.89255	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	17330.18	190715_Blk_KM1906U14-Blk_C	358.89255:1898771 359.8959:73947 360.89926:0		1898771	1618975	1692976	1553954
4626	21.467	358.89288	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	27695.96	190715_Poo_TruePooFK180310_Full3	358.89288:2480857 359.89623:117632 360.89959:0		406404	1967253	2200704	2480857
4627	0.155	358.91849	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	175.96	190715_Poo_TruePooFK180310_Full2	358.91849:1207691 359.92184:0 360.9252:59893		0	24451	1207691	1170550
4628	20.282	358.91873	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2346.44	190715_Poo_TruePooFK180310_Full3	358.91873:3046635 359.92208:182131 360.92544:72215		2601086	1920075	2304248	3046635
4629	21.176	358.91879	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5990.96	190715_Poo_TruePooFK180310_Full3	358.91879:4258962 359.92214:194196 360.9255:112711		2751185	2694026	3667659	4258962
4630	19.85	359.16736	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.15	190715_Poo_TruePooFK180310_Full2	359.16736:14441 360.17071:0 361.17407:0		5607	1808	14441	9881
4631	2.407	359.24249	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	14.75	190715_Poo_TruePooFK180310_Full2	359.24249:29206 360.24584:80904 361.2492:13770		3775	20207	29206	29650
4632	9.916	359.50821	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	295.57	190715_Blk_KM1906U14-Blk_C	359.50821:46566 360.51156:30550 361.51492:15119		46566	0	0	0
4633	21.467	359.8808	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	28.44	190715_Poo_TruePooFK180310_Full2	359.8808:254449 360.88415:293494 361.88751:0		432875	239547	254449	244259
4634	4.682	359.88919	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	279.07	190715_Poo_TruePooFK180310_Full2	359.88919:17641 360.89254:0 361.8959:0		0	0	17641	0
4635	21.191	359.8949	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1505.52	190715_Poo_TruePooFK180310_Full2	359.8949:99049 360.89825:0 361.90161:0		17183	40355	99049	60086
4636	0.441	359.92169	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	711.89	190715_Poo_TruePooFK180310_Full2	359.92169:54860 360.92504:0 361.9284:0		0	0	54860	4981
4637	0.171	359.96576	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	13.66	190715_Poo_TruePooFK180310_Full3	359.96576:68186 360.96911:0 361.97247:0		3786	13505	44340	68186
4638	10.075	360.14996	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4301.94	190715_Poo_TruePooFK180310_Full1	360.14996:347266 361.15331:39944 362.15667:13630		0	347266	296626	279725
4639	10.819	360.15027	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1274.07	190715_Blk_KM1906U14-Blk_C	360.15027:63703 361.15362:0 362.15698:0		63703	39625	15019	3988
4640	0.252	360.20203	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	13.17	190715_Poo_TruePooFK180310_Full1	360.20203:82740 361.20538:0 362.20874:400814		60409	82740	73977	66771
4641	0.223	360.2374	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	15.47	190715_Poo_TruePooFK180310_Full2	360.2374:161233 361.24075:0 362.24411:102908		74795	123854	161233	138434
4642	19.976	360.32397	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	129.02	190715_Blk_KM1906U14-Blk_C	360.32397:54299 361.32732:0 362.33068:0		54299	15123	23379	20006
4643	9.618	360.50671	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	890.01	190715_Poo_TruePooFK180310_Full3	360.50671:64908 361.51006:51182 362.51342:17714		40381	19439	43131	64908
4644	21.38	360.87671	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	9122.92	190715_Blk_KM1906U14-Blk_C	360.87671:456766 361.88006:0 362.88342:0		456766	264534	294978	230341
4645	20.66	360.8768	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8974.25	190715_Poo_TruePooFK180310_Full1	360.8768:448712 361.88015:0 362.88351:0		449938	448712	376181	435681
4646	20.014	360.87708	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4360.65	190715_Blk_KM1906U14-Blk_C	360.87708:652707 361.88043:0 362.88379:0		652707	0	565177	516942
4647	0.171	360.87711	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	28.98	190715_Poo_TruePooFK180310_Full3	360.87711:127422 361.88046:0 362.88382:0		0	3602	113308	127422
4648	0.211	362.21716	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	25.61	190715_Poo_TruePooFK180310_Full2	362.21716:424667 363.22051:73276 364.22387:500511		235875	373499	424667	395922
4649	0.196	362.2532	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	15.71	190715_Poo_TruePooFK180310_Full2	362.2532:86807 363.25655:0 364.25991:0		58202	75324	86807	81637
4650	2.146	362.25363	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	13.01	190715_Blk_KM1906U14-Blk_C	362.25363:62409 363.25698:11498 364.26034:15963		62409	56896	35768	44801
4651	13.996	363.01541	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	38194.56	190715_Blk_KM1906U14-Blk_C	363.01541:1909728 364.01876:41680 365.02212:252089		1909728	0	0	2709
4652	13.08	363.01575	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	76377	190715_Poo_TruePooFK180310_Full3	363.01575:4940522 364.0191:155571 365.02246:554654		0	3455773	3060254	4940522
4653	9.964	363.5528	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1013.93	190715_Blk_KM1906U14-Blk_C	363.5528:50696 364.55615:86499 365.55951:110848		50696	0	24232	6611
4654	9.324	363.55331	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1378.26	190715_Poo_TruePooFK180310_Full3	363.55331:102381 364.55666:193836 365.56002:210187		10985	55272	65201	102381
4655	14.45	363.96014	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2685.27	190715_Blk_KM1906U14-Blk_C	363.96014:155151 364.96349:53084 365.96685:36698		155151	24170	14496	21970
4656	13.747	363.96057	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3133.65	190715_Poo_TruePooFK180310_Full3	363.96057:213499 364.96392:75235 365.96728:64112		142932	72800	163853	213499
4657	12.966	363.96063	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2686.04	190715_Poo_TruePooFK180310_Full3	363.96063:147848 364.96398:37467 365.96734:50837		0	110794	144263	147848
4658	13.138	364.01358	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2634.95	190715_Poo_TruePooFK180310_Full3	364.01358:161954 365.01693:573396 366.02029:0		0	104068	101542	161954
4659	14.055	364.01416	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1103.23	190715_Blk_KM1906U14-Blk_C	364.01416:60405 365.01751:193979 366.02087:0		60405	0	0	5362
4660	9.719	364.19666	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.54	190715_Poo_TruePooFK180310_Full3	364.19666:43449 365.20001:0 366.20337:40530		5971	50520	41272	43449
4661	0.334	364.19687	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.47	190715_Poo_TruePooFK180310_Full2	364.19687:48795 365.20022:42935 366.20358:39703		63021	79620	48795	50526
4662	0.189	364.23291	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	42.33	190715_Poo_TruePooFK180310_Full2	364.23291:521286 365.23626:124339 366.23962:184506		302823	464175	521286	449454
4663	12.769	364.23294	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.73	190715_Poo_TruePooFK180310_Full2	364.23294:94855 365.23629:17439 366.23965:24857		29418	56368	94855	94678
4664	9.931	364.55148	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	611.34	190715_Blk_KM1906U14-Blk_C	364.55148:92749 365.55483:109388 366.55819:69455		92749	0	0	0
4665	9.265	364.55197	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3061.36	190715_Poo_TruePooFK180310_Full3	364.55197:202638 365.55532:263264 366.55868:168036		28808	129874	126693	202638
4666	13.996	365.01068	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4736.27	190715_Blk_KM1906U14-Blk_C	365.01068:236814 366.01403:0 367.01739:0		236814	0	0	0
4667	13.065	365.01089	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	9617.77	190715_Poo_TruePooFK180310_Full3	365.01089:594224 366.01424:0 367.0176:0		0	453695	394747	594224
4668	10.25	365.0929	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1264.21	190715_Poo_TruePooFK180310_Full3	365.0929:87124 366.09625:21479 367.09961:530003		16959	77466	71292	87124
4669	0.141	365.10266	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1445.58	190715_Poo_TruePooFK180310_Full2	365.10266:72279 366.10601:0 367.10937:320079		13257	5659	72279	52623
